Media Pembawa,OPTK,Negara Asal
"akar (roots), batang (stems), buah (fruits), bunga (inflorescence), polong (pods), daun (leaves)","""Pantoea agglomerans Gavini et al. 1989; (Syn. Bacterium herbicola Geilinger, Bacterium.typhi- flavum Breed, Corynebacterium beticola Abdou 1969, Enterobacter agglomerans (Beijerinck 1888) Ewig and Fife 1972, Enterobacter agglomerans pv. Millettiae (Kawakami and Yoshida 1920), Erwinia herbicola (Lohnis 1911) Dye 1964,  Erwinia herbicola pv. Millettiae (Kawakami and Yoshida 1920) Goto et al. 1980, Erwinia lathyri (Manns and Taubenhaus) Magrou"" ""1937, Erwinia mangiferae (Doidge) Bergey et al. 1923, Erwinia millettiae (Kawakami and Yoshida 1920) Magrou 1937, Erwinia vitivora (Baccarini) du Plessis 1940, Flavobacterium herbicola (Lohnis) Mack 1936, Falvobacterium rhenanum (Migula) Bergey et al. 1923, Flavobacterium trifolii (Huss) Bergey et al. 1923, Kurthia baccarinii (Macchiati) Pribram 1933, Pantoea agglomerans pv. Millettiae (Kawakami and Yoshida 1920), Phytomonas itoana (Tochinai) Magrou 1937, Pseudomonas herbicola (Lohnis) de’Rossi 1927, Pseudomonas itoana Tochinai 1932, Pseudomonas trifolii Huss 1907, Xanthomonas"" cosmosicola Rangaswami ""and Sanne Gowda 1963, Xanthomonas indica Rangaswami, Prasad and Eswaran 1961, Xanthomonas itoana (Tochinai) Dowson 1943, Xanthomonas maydis Rangaswami, Prasad and Eswaran 1961, Xanthomonas penniseti Rajagopalan and Rangaswami 1958, Xanthomonas rubrisorghi Rangaswami, Prasad and Eswaran 1961, Xanthomonas tagetis Rangaswami and Sanne Gowda 1963, Xanthomonas translucens f.sp. oryzae, Xanthomonas trifolii (Huss) James 1955); bacterial grapevine blight, bacterial rice leaf blight"" ","America: Barbados, Brazil, Canada, Chile, Cuba, USA, Venezuela Asia: China, Israel, Saudi Arabia Europe: Austria, Germany, Italy, Poland, United Kingdom Oceania: New Zealand"
"akar (roots), batang (stems), bibit (seedlings/Micropropag ated plants), buah (fruits inc. pods), daun (leaves),  rimpang (rhizome), umbi (bulbs, corms, tubers)","Pseudomonas marginalis pv. marginalis (Brown 1918) Stevens 1925; Kansas lettuce disease, leaf blight of chicory, leaf rot of lettuce, marginal lettuce leaf blight","Africa: Egypt, Ethiopia, Kenya, Nigeria, South Africa, Tanzania, Uganda, America: Argentina, Barbados, Bermuda, Brazil, Canada, USA, Venezuela. Asia: China, India, Japan, Democratic People's Republic of Korea (North Korea), Republic of Korea (South Korea), Taiwan Eropa: Austria, Belgium, France, Germany, Ireland, Italy, Netherland, Portugal, Serbia, Spain, UK, Oceacia: Australia, New Zealand"
"akar (roots), batang (stems), bibit (seedling), biji (seeds), bunga (flowers), daun ""(leaves), media tanam (growing media)"" ","Xanthomonas axonopodis ""pv. allii Roumagnac et al.; (Syn. Xanthomonas campestris pv. allii); onion bacterial blight"" ","""Africa: Mauritius, Réunion, South Africa America: Barbados, Brazil, Cuba, Saint Kitts and Nevis, USA, Venezuela"" ""Asia: Japan, Myanmar Europe:"" "
"""akar (roots), batang (stems), daun (leaves), bunga (flowers), buah (fruits), kulit kayu (bark), kultur jaringan (tissue culture), umbi (bulbs, corms, tubers),"" Vektor: Macrosteles fascifrons, Circulifer tenellus Aphrodes bicinctus, Batracomorphus punctatus, Ceratagallia nitidula, Circulifer haematoceps (Neoaliturus haematoceps), Empoasca abrupta, Euscelis incisa, Hishimonus phycitis, Macrosteles fasciform, Neoalitrurus haematoceps, Neoaliturus pulcher, Orosius albicinctus (Orosius orientalis), Orosius argentatus ","""Candidatus Phytoplasma trifolii; (Syn. Alfalfa witches' broom phytoplasma, Clover proliferation phytoplasma, Lucerne witches’ broom phytoplasma, Phytoplasma"" trifolii, broom phytoplasma); clover proliferation, ""fleabane), Cosmos spp., Croton bonplandianus, Cucumis sativus (ketimun, cucumber), Cucurbita (pumpkin), Datura innoxia (downy thorn apple), Datura stramonium (jimsonweed), Dicentra spectabilis (bleeding heart), Fragaria ananassa (strowberi, strawberry), Fragaria chiloensis (Chilean strawberry), Fragaria virginiana (scarlet strawberry), Gladiolus grandiflorus, Glycine max (kedelai, soybean), Guizotia abyssinica (niger), Helianthus annuus (sunflower), Hibiscus rosa- sinensis (China-rose), Juniperus procumbens, Lactuca sativa (lettuce), Lavandula (lavender), Lens culinaris subsp. culinaris (lentil), Lupinus polyphyllus"" ","America: Canada, Mexico, USA Asia: Bangladesh, China, India, Iran, Lebanon, Korea Republic (South Korea), Syria, Turkey, Uzbekistan Europe:  Italy, Russia, Spain Oceania: Australia,"
"batang (stems (above ground), trunks, branches), biji (true seeds, grains), buah (fruits), daun (leaves), polong (pods),  kultur jaringan (tissue cultures)",Pepino mosaic virus (PepMV); (Syn. pepino mosaic virus),"Africa: Egypt, Morocco, South Africa America: Canada, Chile, Ecuador, Mexico, Peru, USA Asia: China, Israel, Syria, Taiwan, Turkey Europe: Austria, Belgium, Bulgaria, Cyprus, Denmark, France, Germany, Greece, Hungary, Ireland, Italy, Lithuania, Netherlands, Poland, Serbia, Spain, Switzerland, Ukraine, United Kingdom"
"bagian vegetatif tanaman (vegetative plant propagation), ""batang (stems (above ground), trunks, branches), biji (true seeds, grains), daun (leaves), tunas (tubers, corms, bulbs), kultur jaringan (tissue culture)"" Vektor: Paratrichodorus, Paratrichodorus pachydermus, Trichodorus, Trichod orus primitivus, Trichodorus similis ","Tobacco rattle virus (TRV); (Syn. aster ringspot virus, belladonna mosaic virus, Potato stem mottle virus, peony mosaic virus, peony ringspot virus, pPaeony mosaic virus, paeony ringspot virus, potato corky ringspot virus, ratel virus, tabakmauche virus, tabakstreifen-und kra, spinach yellow mottle virus, tobacco rattle tobravirus, ""tobacco rattle virus, tulip white streak virus, oregon yellow virus); spraing of potato"" ","""Africa: Burundi, Egypt, South Africa, Tunisia America: Bolivia, Brazil, Cuba, Canada, USA, Venezuela Asia: Bangladesh, China, India, Japan, Pakistan,  Uzbekistan Europe: Austria, Belarus, Belgium, Bulgaria, Bosnia and Herzegovina, Czechiac, Croatia, Denmark, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Kosovo, Latvia, Lithuania, Montenegro,"" ""Moldova, Netherlands, North Macedonia, Norway, Poland, Russia, Serbia, Slovenia, Sweden, Switzerland, Ukraine, United Kingdom Oceania: Australia, New Zealand"" "
"batang (stems), daun (leaves)","""Liriomyza trifolii Burgess in Comstock, 1880; (Syn. Agromyza phaseolunata Frost, 1943, Liriomyza allivora Frick, 1955, Liriomyza alliovora Frick, 1955, L. phaseolunata (Frost, 1943), Oscinis trifolii Burgess in Comstock, 1880); (Diptera: Agromyzidae);"" penggorok daun (leaves), serpentine leaf miner, American serpentine leaf miner, chrysanthemum leaf miner ","""Indonesia: Jawa, Sumatera Africa: Benin, Egypt, Ethiopia, Guinea, Ivory Coast, Kenya, Madagascar, Mauritius, Mayotte, Morocco, Nigeria, Réunion, Senegal, South Africa, Sudan, Tanzania, Tunisia, Zambia, Zimbabwe America: Argentina, Bahamas, Barbados, Bermuda, Brazil, British Virgin Islands, Canada,"" Oceania: American Samoa, Australia, Federated States of Micronesia, Guam, Northern Mariana Islands, Samoa, Tonga ""Chile, Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, French Guiana, Guadeloupe, Guatemala, Guyana, Martinique, Mexico, Netherlands Antilles, Peru, Puerto Rico, Saint Kitts and Nevis, Trinidad and Tobago, USA, US Virgin Islands, Venezuela Asia: China, India, Iran, Israel, Japan, Jordan, Lebanon, Oman, Philippines, Republic of Korea (South Korea), Saudi Arabia, Taiwan, Turkey, United Arab Emirates, Vietnam, Yemen Europe: Albania, Austria, Belgium, Bosnia and Herzegovina, Croatia, Cyprus, Czechia, Finland, France, Greece, Italy, Malta, Moldova, Montenegro, North Macedonia, Netherlands, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Switzerland"" "
"biji (true seeds, grain), bibit (seedlings, micropropagated plants), buah (fruits), bunga potong (flowers, inflorescences, cones, calyx), daun (leaves), kormus (corms), media tanam yang melekat pada tanaman (growing media associated with plants), rizom (rhizomes), sisa tanaman yang terinfeksi (infected plants debris), stek (cuttings), stolon (stolons), tanah (soil), umbi (bulbs, tubers)","Aphelenchoides fragariae ""(Ritzema – Bos, 1891) Christie, 1932; (Syn. Aphelenchoides olesistus (Ritzema Bos, 1893) Steiner, 1932, Aphelenchoides olesistus var. longicollis (Schwartz, 1911) Goodey, 1933, Aphelenchoides pseudolesistus (Goodey, 1928) Goodey, 1933, Aphelenchus fragariae Ritzema Bos, 1891, Aphelenchus olesistus Ritzema Bos, 1893, Aphelenchus olesistus var. longicollis Schwartz, 1911, Aphelenchus pseudolesistus Goodey, 1928); Aphelenchoididae;"" bud and leaf nematode, fern nematode, strawberry crimp nematode, strawberry spring dwarf nematode ","""Indonesia: Jawa (Banten, DKJ, Jawa Barat, Jawa Tengah, Jawa Timur), Lombok, Sulawesi (Sulawesi Selatan), Sumatera (Bengkulu, Sumatera Utara, Lampung) Africa: Spain America: Canada, Chile, Cuba, Mexico, USA Asia: China, India, Israel, Japan, Kyrgyzstan, Republic of Korea (South Korea), Turkey Europe: Belgium, Bulgaria, Denmark, Estonia, France, Germany, Hungary, Ireland, Italy, Latvia, Moldova, Netherlands, Norway, Poland, Portugal, Russia, Slovakia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: Australia, New"" Zealand, Papua Nugini "
"batang (stems), bibit (seedlings), biji (true seeds, grains), buah (fruits), daun (leaves), media tanam (growing media associated with plants), polong (pods), umbi (tubers)","""[s]: Diaporthe phaseolorum (Cooke & Ellis) Sacc., 1882; (Syn. Diaporthe aspalathi E. Jansen, Castl. & Crous, 2006, Diaporthe caulivora (Athow & Caldwell) J.M. Santos,"" ""Vrandecic & A.J.L. Phillips, 2011, Diaporthe phaseolorum var. batatae (Harter & E.C. Field) Wehm., 1933, Diaporthe phaseolorum var. caulivora Athow & Caldwell, 1954, Diaporthe phaseolorum var. meridio nalis F.A. Fernández, 1996, Diaporthe phaseolorum var. sojae (L ehman) Wehm., 1933, Diaporthe sojae Lehman, 1923, Sphaeria phaseolorum Cooke & Ellis, 1878); [a]: Phomopsis phaseoli (Desm.) Sacc., 1915; (Syn. Chorostate batatas (Harter & E.C. Field) Sacc., 1928, Phoma phaseoli Desm., 1836, Phoma subcircinata Ellis & Everh., 1893, Phomopsis phaseoli var. phaseoli (Desm.) Sacc., 1915, Phomopsis sojae Lehman, 1922,"" Septomazzantia ""phaseolorum (Cooke & Ellis) Lar.N. Vassiljeva, 1998); Fungi, Ascomycota, Pezizomycotina, Sordariomycetes, Diaporthales, Diaporthaceae; lima bean pod blight, leaf spot of Lima bean, bean pod blight, bean stem blight, bean stem canker, pod blight of bean, pod blight of lima bean, steam blight of bean, stem canker of bean"" ","""Indonesia: Jawa (Jawa Barat) Africa: Cameroon, Egypt, Guyana, Malawi, Nigeria, Senegal, Sierra Leone, South Africa, Tanzania America: Argentina, Brazil, Canada, Colombia, Cuba, Ecuador, Guyana, Paraguay,"" USA, Venezuela Asia: Armenia, Azerbaijan, ""Bangladesh, China, DPR Korea (North Korea), Georgia, India, Malaysia, Nepal, Republic of Korea (South Korea), Sri Lanka, Taiwan, Thailand Europe: Bulgaria, Croatia, Czechis, France, Hungary, Italy, Moldova, Montenegro, Poland, Romania, Russia, Serbia, Spain Oceania: Australia, New Zealand"" "
"""akar (roots), batang (stems (above ground), trunks, branches), biji (true seeds, grains), buah (fruits), bunga (flowers, inflorescences, cones, calyx), daun (leaves),"" polong (pods), tunas (shoots), umbi (bulbs, tubers, corms, rhizomes) ","[s]: - [a]: Macrophomina phaseolina (Tassi) Goid., 1947; (Syn. Botryodiplodia phaseoli (Maubl.) Thirum., 1953, Dothiorella phaseoli (Maubl.) Petr. & Syd., 1927, Dothiorella"" ""philippinensis (Petr.) Petr., 1927, Dothiorella cajani (Syd., P. Syd. & E.J. Butler) Syd., P. Syd. & E.J. Butler, 1925, Fusicoccum cajani (Syd., P. Syd. & E.J. Butler) Samuels & B.B. Singh, 1986, Macrophoma cajani Syd., P. Syd. & E.J. Butler, 1916, Macrophoma corchori Sawada, 1916, Macrophoma phaseoli Maubl., 1905, Macrophoma phaseolina Tassi, 1901, Macrophoma sesami Sawada, 1922, Macrophomina phaseoli (Maubl.) S.F. Ashby, 1927, Macrophomina phaseoli var. indica Moniz & V.P. Bhide, 1963, Macrophomina phaseoli var. phaseoli (Ma ubl.) S.F. Ashby, 1927, Macrophomina philippinensis Petr., 1923, Rhizoctonia bataticola (Taubenh.) E.J."" ""Butler, 1925, Rhizoctonia lamellifera W. Small, 1924, Sclerotium bataticola Taubenh., 1913, Tiarosporella phaseoli (Maubl.) Aa, 1977, Tiarosporella phaseolina (Tassi) Aa, 1981); Fungi, Ascomycota, Dothideomycetes, Botryosphaeriales, Botryosphaeriaceae; charcoal rot of bean/tobacco, ashy stem blight, ashy stem decay of bean/tobacco, blight of bean/tobacco, root rot of bean/tobacco"" ","""Indonesia: Jawa (Jawa Barat, Banten) Africa: Benin, Botswana, Burkina Faso, Cameroon, Central African Republic, DR Congo, Egypt, Eswatini, Ethiopia, Gabon, Gambia, Ghana, Ivory Coast, Kenya, Libya, Madagascar, Malawi,"" ""Mauritius, Morocco, Mozambique, Niger, Nigeria, Senegal, Sierra Leone, Somalia, South Africa, Sudan, Tanzania, Togo, Tunisia, Uganda, Zambia, Zimbabwe America: Argentina, Bahamas, Brazil, Canada, Chile, Colombia, Cuba, Dominica, El Savador, Guadeloupe, Guyana, Honduras, Jamaica, Mexico, Puerto Rico, Peru, Trinidad and Tobago, Uruguay, USA, Venezuela Asia: Bangladesh, Brunei Darussalam, China, India, Iran, Iraq, Israel, Japan, Kuwait, Lebanon, Malaysia, Myanmar, Nepal, Oman, Pakistan, Republic of Korea (South Korea), Sri Lanka, Syria, Taiwan, Turkey, Yemen Europe: Austria, Bulgaria, Cyprus, Czech Republic, Denmark, France, Germany, Greece, Hungary, Ireland, Italy, Mediterranean countries, Montenegro, Netherlands, Romania, Russia, Serbia, Slovakia, Spain, Switzerland, United Kingdom"" Oceania: Australia, Fiji, New Zealand, Papua Nugini, Solomon Islands "
"""biji (true seeds), buah (fruits), daun (leaves),"" ""polong (pods), umbi (bulbs)"" ","[s]: Pleospora allii (Rabenh.) Ces. & De Not., 1863; ""(Syn. Cryptosphaeria herbarum (Pers.) Grev., 1824, Pleospora albicans Fuckel, 1870, Pleospora alfalfae E. G. Simmons, 1986, Pleospora allii (Rabenh.) Ces. & De Not., 1863, Pleospora asparagi Rabenh. ex Sacc., 1883, Pleospora asparagi Rabenh., 1858, Pleospora cheiranthi Cocc. & Morini, 1883, Pleospora denotata (Cooke & Ellis) Sacc., 1883, Pleospora euonymi Fuckel, 1870, Pleospora euonymi f. caulicola Grove, 1933, Pleospora euonymi var. euonymi Fuckel, 1870, Pleospora euonymi f. euonymi Fuckel, 1870, Pleospora euonymi f. ramealis Feltgen, 1905, Pleospora excavata var. basitricha (Durieu & Mont.) Sacc., 1883, Pleospora frangulae Fuckel, 1870, Pleospora gymnocladi Bagnis, 1877, Pleospora herbarum (Pers.)"" ""Rabenh. ex Ces. & De Not., 1863, Pleospora herbarum (Pers.) Rabenh., 1854, Pleospora herbarum f. amaryllidis Scalia, 1900, Pleospora herbarum var. asperulina Bubák, 1914, Pleospora herbarum var. brassicae Sacc., 1890, Pleospora herbarum f. buphthalmi Scalia, 1900, Pleospora herbarum f. camelliae Speg., 1899, Pleospora herbarum f. centranthi-rubri Scalia, 1900, Pleospora herbarum var. cheiranthi (Cocc. & Morini) Sacc. & Traverso, 1911, Pleospora herbarum f. cheiranthi-cheiri Scalia, 1900, Pleospora herbarum f. chimonanthi Scalia, 1901, Pleospora herbarum var. cichorii Cooke, Pleospora herbarum f. citrorum Sacc., 1882, Pleospora herbarum var. cleomes Bubák, 1914, Pleospora herbarum var. coluteicola Henn., 1905,"" ""Pleospora herbarum var. coronillae Gonz. Frag., 1917, Pleospora herbarum var. coryphae Cavara & Mollica, 1906, Pleospora herbarum f. crini Scalia, 1901, Pleospora herbarum f. dahliae Scalia, 1900, Pleospora herbarum f. daturae Scalia, 1900, Pleospora herbarum f. eriobotryae Scalia, 1901, Pleospora herbarum f. euonymi Scalia, 1901, Pleospora herbarum var. euphrasiae (Rabenh.) Sacc., 1882, Pleospora herbarum f. ferulae Scalia, 1900, Pleospora herbarum f. florentina Cif., 1923, Pleospora herbarum f. foliicola Rehm, 1873, Pleospora herbarum var. galii Lambotte, 1891, Pleospora herbarum var. genistae-ibericae Gonz. Frag., 1917, Pleospora herbarum var. glumarum Berk. & Broome, Pleospora herbarum var."" ""halimodendri Gonz. Frag., 1917, Pleospora herbarum var. herbarum (Pers.) Rabenh., 1863, Pleospora herbarum f. herbarum (Pers.) Rabenh., 1863, Pleospora herbarum var. ilicis M. Bechet & N. Coman, 1963, Pleospora herbarum var. iridia Cooke, Pleospora herbarum f. lactucum Padhi & Snyder, 1954, Pleospora herbarum f. lilii- martagonis Scalia, 1901, Pleospora herbarum f. liriodendri Berl., 1888, Pleospora herbarum var. liriodendri Berl., 1888, Pleospora herbarum var. lolii (P. Karst. & Har.) Mussat, 1901, Pleospora herbarum f. lonicerae Scalia, 1901, Pleospora herbarum f. magnoliae Scalia, 1901, Pleospora herbarum f. mahoniae Scalia, 1901, Pleospora herbarum var. marrubii Berl., 1888, Pleospora"" ""herbarum f. marrubii Berl., 1888, Pleospora herbarum f. microspora Sacc., 1883, Pleospora herbarum f. minor Niessl, 1876, Pleospora herbarum var. minuscula Berl., 1888, Pleospora herbarum f. nepetae Gonz. Frag., 1914, Pleospora herbarum var. occidentalis Wehm., 1946, Pleospora herbarum var. ostryae Berl., 1888, Pleospora herbarum f. phaseoli Scalia, 1900, Pleospora herbarum var. pisi (Sowerby) Cooke, Pleospora herbarum var. psoraleae Berl., 1888, Pleospora herbarum f. psoraleae Berl., 1888, Pleospora herbarum f. resedae Rehm, 1881, Pleospora herbarum f. robusta Niessl, 1876, Pleospora herbarum f. rubiae Scalia, 1901, Pleospora herbarum var. rutae Henn., 1903, Pleospora herbarum f."" ""rutae Scalia, 1901, Pleospora herbarum f. scillae Scalia, 1900, Pleospora herbarum f. scrophulariae Scalia, 1900, Pleospora herbarum var. silenicola Speg., 1898, Pleospora herbarum f. siliquaria J. Kunze, 1876, Pleospora herbarum f. smilacis Scalia, 1900, Pleospora herbarum f. solidaginis Gonz. Frag., 1914, Pleospora herbarum var. spinicola Feltgen, 1903, Pleospora herbarum var. symphoricarpi Pass., 1890, Pleospora herbarum var. triglochinis Dearn. & House, 1925, Pleospora herbarum f. viburni Scalia, 1901, Pleospora labiatarum Cooke & Harkn., 1880, Pleospora leguminum (Wallr.) Rabenh., 1858, Pleospora lolii P. Karst. & Har., 1890, Pleospora mali Hesler, 1927, Pleospora meliloti Rabenh., 1883,"" ""Pleospora meliloti f. achilleae Feltgen, 1903, Pleospora meliloti var. medicaginis Cooke & Massee, 1889, Pleospora meliloti var. meliloti Rabenh., 1883, Pleospora meliloti f. meliloti Rabenh., 1883, Pleospora pisi (Sowerby) Fuckel, 1870, Pleospora pomorum A. S. Horne, 1920, Pleospora putrefaciens A. B. Frank, 1896, Pleospora salsolae Fuckel, 1864, Pleospora salsolae var. basitricha (Durieu & Mont.) Berl., 1888, Pleospora salsolae var. salsolae Fuckel, 1864, Pleospora salsolae f. salsolae Fuckel, 1864, Pleospora salsolae var. salsolae-peruvianae Speg., 1883, Pleospora salsolae f. schoberiae Sacc., 1880, Pleospora samarae Fuckel, 1870, Pleospora sedicola E. G. Simmons, 2001, Pleospora tomatonis E. G. Simmons, 2001, Pleospora"" ""typhae Pass. ex Brunaud, 1889, Sphaeria allii Rabenh., 1846, Sphaeria asparagi (Rabenh. ex Sacc.) Plowr., Sphaeria brassicae Lasch, 1857, Sphaeria denotata Cooke & Ellis, 1877, Sphaeria excavata var. basitricha Durieu & Mont., 1848, Sphaeria herbarum Pers., 1801, Sphaeria herbarum f. euphrasiae Rabenh., 1860, Sphaeria leguminum Wallr., 1833, Sphaeria pisi Sowerby, 1803, Sphaeria samarae (Fuckel) Plowr.); [a]: Stemphylium vesicarium (Wallr.) E.G. Simmons, 1969; (Syn. Alternaria putrefaciens (Fuckel) E. G. Simmons, 1995, Ampulina herbarum (Pers.) Quél., 1875, Clasterosporium putresfaciens (Fuckel) Sacc., 1886, Clasterosporium putresfaciens var. crucipes"" Speschnew, 1901, Clasterosporium putresfaciens var. putresfaciens (Fuckel) ""Sacc., 1886, Delacourea samarae (Fuckel) Cooke, Exormatostoma herbarum (Pers.) Gray, 1821, Helminthosporium vesicarium Wallr., 1833, Macrospproim cheiranthi var. echinellum (Berk. & M. A. Curtis), 1875, Macrosporium commune Rabenh, 1870, Macrosporium commune var. arachidis Sacc., 1975, Macrosporium commune f. arachidis Sacc., 1975, Macrosporium commune f. brassicae Brunaud, 1897, Macrosporium commune f. calotropidis Trotter, 1916, Macrosporium commune f. calotropidis Trotter, 1912, Macrosporium commune f. campanulae D. Sacc., 1901, Macrosporium commune var. commune Rabenh, 1870,"" ""Macrosporium commune f. commune Rabenh, 1870, Macrosporium commune var. echinellum (Berk. & M. A. Curtis) Sacc., 1886, Macrosporium commune f. heraclei Brunaud, 1897, Macrosporium commune f. lactucae-scarilolae Kabát & Bubák, 1906, Macrosporium commune f. leguminum Roum., 1985, Macrosporium commune f. musae Berl. & Roum., 1887, Macrosporium commune f. pisi Gonz. Frag., 1919, Macrosporium commune f. ricinis-communis Berl. & Roum., 1887, Macrosporium commune f. syringae Roum., 1885, Macrosporium commune var. theicola Speschnew, 1904, Macrosporium echinellum Berk. & M. A. Curtis, 1867, Macrosporium parasiticum Thüm, 1877, Macrosporium sarcinula"" Berk., 1838, Macrosporium vesicarium (Wallr.) Sacc., 1886, Sporidesmium ""putrefaciens Fuckel, 1870, Stemphylium alfalfae E. G. Simmons, 1986, Stemphylium brassicicola Y. F. Pei & X. G. Zhang, 2010 , Stemphylium commune (Rabenh.) N. F. Buchw., 1939, Stemphylium cremanthodii Y. F. Pei & X. G. Zhang, 2009, Stemphylium herbarum E. G. Simmons, 1986, Stemphylium mali Yong Wang bis & X. G. Zhang, 2009, Stemphylium parasiticum (Thüm.) J. A. Elliott, 1924, Stemphylium sedicola E. G. Simmons, 2001, Stemphylium tomatonis E. G. Simmons, 2001); Fungi, Ascomycota, Pezizomycotina, Dothideomycetes, Pleosporales, Pleosporaceae;"" ""onion leaf blight; garlic leaf blight; purple spot of asparagus; brown spot of pear; garlic leaf spot; onion leaf spot; asparagus leaf spot; Stemphylium blight of onion; leaf blight: onion; purple spot"" ","""Indonesia: Jawa, Lombok Africa: Egypt, Ethiopia, Kenya,"" ""Libya, Mauritius, Senegal, South Africa, Tunisia, Zambia America: Argentina, Bolivia, Brazil, Canada, Chile, Colombia, Cuba, Jamaica, Mexico, Peru, USA, Venezuela Asia: Bangladesh, China, India, Iran, Iraq, Israel, Japan, Malaysia, Myanmar, Nepal, Pakistan, Saudi Arabia, South Korea, Saudi Arabia, Sri Lanka, Taiwan, Turkey, United Arab Emirates Europe: Belgium, Bulgaria, Cyprus, Denmark, France, Germany, Greece, Italy, Netherlands, Poland, Portugal, Russia, Serbia, Slovakia, Spain, Sweden, Switzerland, Ukraine, UK. Oceania: Australia, New Zealand, Tonga, Vanuatu"" "
"akar (roots), batang (stems (above ground), trunks, branches), biji (true seeds, grains), buah (fruits, inc. pod), bunga (flowers, inflorescences, cones, calyx), daun (leaves), tanaman, polen (pollen), polong (pods), tunas (shoots), umbi (bulbs, tubers, corms, rhizomes)","""[s]: Sclerotinia sclerotiorum (Lib.) de Bary, 1884; (Syn. Helotium sclerotiorum (Lib.) Fuckel, 1866, Hymenoscyphus sclerotiorum (Lib.) W. Phillips, 1887, Sclerotinia libertiana Fuckel, 1870, Sclerotinia opuntiarum Speg., 1899, Sclerotinia sclerotiorum f. orobanches Naras. & Thirum., 1954, Sclerotinia sclerotiorum f. sclerotioru m (Lib.) de Bary, 1884, Sclerotinia sclerotiorum var. opuntiar um (Speg.) Alippi, 1960, Sclerotinia sclerotiorum"" ""var. sclerotiorum (Lib.) de Bary, 1884, Whetzelinia sclerotiorum (Lib.) Korf & Dumont, 1972); [a]: Sclerotium varium Pers., 1801; (Syn. Peziza coemansii J.J. Kickx, Peziza sclerotiorum Lib., 1837, Phialea sclerotiorum (Lib.) Gillet, 1881); Fungi, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, Sclerotiniaceae; cottony soft rot, white rot, Sclerotinia wilt, Sclerotinia head rot, Sclerotinia blossom blight, Sclerotinia drop Sclerotinia soft rot, Sclerotinia stalk rot, Sclerotinia stem rot, collar rot, Sclerotinia pod rot, Sclerotinia canker, Sclerotinia twig blight, watery pod rot, white mould, sclerotinia disease"" ","""Indonesia: Jawa (Jawa Barat, Jawa Tengah) Africa: Algeria, Congo, DR Congo, Egypt, Ethiopia, Kenya, Libya, Malawi, Mauritius, Morocco, Nigeria, Saint Helena, South Africa, Tanzania, Zimbabwe America: Argentina, Bermuda, Bolivia, Brazil, Canada, Chile, Colombia, Costa Rica, Cuba, Ecuador, El Salvador, Guatemala, Mexico, Nicaragua, Panama, Peru, Uruguay, USA, Venezuela Asia: Bangladesh, China, Georgia, Hong Kong, India, Iran, Israel, Japan, Jordan, Lebanon, Nepal, Pakistan, Republic of Korea (South Korea), Singapore,"" ""Sri Lanka, Syria, Taiwan, Tajikistan, Thailand, Turkey, Uzbekistan, Vietnam Europe: Albania, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Latvia, Lithuania, Macedonia, Malta, Moldova, Montenegro, Netherlands, Norway, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: American Samoa, Australia, Fiji, New Zealand, Samoa"" "
